"wordform","sum_freq","norm_freq","log_freq","sqrt_freq","bcLambda_0.0","bcLambda_0.1","bcLambda_0.2","bcLambda_0.3","bcLambda_0.4","bcLambda_0.5","bcLambda_0.6","bcLambda_0.7","bcLambda_0.8","bcLambda_0.9","bcLambda_1.0","Moby_pron","Rep_P","Rep_O","sem_1","sem_2","sem_3","sem_4","sem_5","sem_6","sem_7","sem_8","sem_9","sem_10","sem_11","sem_12","sem_13","sem_14","sem_15","sem_16","sem_17","sem_18","sem_19","sem_20","sem_21","sem_22","sem_23","sem_24","sem_25","sem_26","sem_27","sem_28","sem_29","sem_30","sem_31","sem_32","sem_33","sem_34","sem_35","sem_36","sem_37","sem_38","sem_39","sem_40","sem_41","sem_42","sem_43","sem_44","sem_45","sem_46","sem_47","sem_48","sem_49","sem_50","sem_1_ori","sem_2_ori","sem_3_ori","sem_4_ori","sem_5_ori","sem_6_ori","sem_7_ori","sem_8_ori","sem_9_ori","sem_10_ori","sem_11_ori","sem_12_ori","sem_13_ori","sem_14_ori","sem_15_ori","sem_16_ori","sem_17_ori","sem_18_ori","sem_19_ori","sem_20_ori","sem_21_ori","sem_22_ori","sem_23_ori","sem_24_ori","sem_25_ori","sem_26_ori","sem_27_ori","sem_28_ori","sem_29_ori","sem_30_ori","sem_31_ori","sem_32_ori","sem_33_ori","sem_34_ori","sem_35_ori","sem_36_ori","sem_37_ori","sem_38_ori","sem_39_ori","sem_40_ori","sem_41_ori","sem_42_ori","sem_43_ori","sem_44_ori","sem_45_ori","sem_46_ori","sem_47_ori","sem_48_ori","sem_49_ori","sem_50_ori"
"tan",4137,9.193333333,0.212410816,64.31951492,8.327726166,12.99686057,21.4427798,37.20672801,67.42206037,126.6390298,244.8578194,484.5105058,976.5689053,1997.712447,4136,"t/&/n","_/_/t/@/n/_/_/","_/_/t/a/n/_/_/_/",0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,-0.3604,0.32364,-0.74983,0.95101,0.49193,-0.76082,0.25859,-1.2369,-0.24047,-0.34534,0.65459,0.87619,0.050542,-0.40853,-0.62021,0.48169,-0.30574,-0.16156,0.39173,-0.0096886,-0.4994,0.71638,0.66924,-0.96997,-0.34006,-0.53954,-0.18233,0.66879,-0.75124,-0.10479,1.3009,0.2529,0.026842,0.89243,0.65378,-0.071673,0.26658,0.20812,0.14837,0.085883,-0.10428,0.86214,0.08486,-0.75822,1.0208,-1.5281,-0.70041,-1.3308,1.5631,0.35869
"tang",1135,2.522222222,0.115191831,33.68976106,7.03438793,10.20689506,15.41593041,24.16950423,39.18102144,65.37952211,111.7942444,195.0879478,346.2115096,622.9882902,1134,"t/&/N/","_/_/t/@/G/_/_/","_/_/t/a/n/g/_/_/",0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,-0.15684,0.36802,-0.88075,0.88079,0.41601,-0.81172,0.9576,0.38045,-1.1167,-0.71028,-0.21653,0.98186,0.35037,-0.3655,-0.21713,0.16521,-0.81782,-0.32683,0.73382,0.84807,0.44373,-0.44093,0.62659,-1.2471,1.1044,-0.97628,-0.13962,-0.62047,-0.85542,-0.030863,1.8341,-0.43423,0.88005,1.1572,-0.15052,0.020641,-0.13719,0.80335,-0.81374,0.79794,-0.38708,0.37461,-0.09999,-0.45417,0.82586,-0.63507,-0.62726,-0.37173,-0.2982,-0.0063058
"tank",13085,29.07777778,0.311405665,114.3896848,9.479221815,15.80342602,28.29083971,53.93451464,108.3280009,226.7793697,490.274295,1086.608189,2455.319156,5633.36893,13084,"t/&/N/k","_/_/t/@/G/k/_/","_/_/t/a/n/k/_/_/",1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0.13626,-0.20368,1.1783,-1.0363,-0.10807,0.054619,-0.16613,-0.39131,0.29403,-1.2731,0.16228,-0.68057,-0.37228,1.0188,-1.459,-0.018011,0.61527,1.2517,-1.3608,-0.58858,0.47997,-0.050947,0.06678,-0.78246,-0.28687,-1.3471,-0.65299,0.87164,0.49721,0.67426,2.0303,-0.68193,-0.34647,0.1881,-0.1362,0.87152,0.44572,0.14642,0.61198,0.36541,0.74428,-0.55035,0.19125,-0.57986,1.0694,0.086676,-0.023788,0.31006,0.086651,0.044656
"tanked",259,0.575555556,0.05,16.09347694,5.556828062,7.43130799,10.19252491,14.32170539,20.58128132,30.18695388,45.08839219,68.42872838,105.2991095,163.9813638,258,"t/&/N/kt","_/_/t/@/G/k/t/","_/_/t/a/n/k/e/d/",0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,-0.28588,-1.4957,0.58885,0.00097829,-0.14342,-0.77189,-0.3556,-0.41907,-0.47179,0.97109,0.0071392,0.12835,-0.71928,0.37203,0.84376,0.49423,-0.97427,0.19534,0.15523,0.17618,0.52741,0.021048,0.32389,-0.16112,0.47315,0.38071,-0.25998,0.82319,0.49988,0.15653,-0.27255,0.67729,1.5176,0.5984,-0.4059,-0.48135,-0.74084,0.26151,0.23423,-0.79091,-1.0995,-0.42076,-0.023436,0.27456,-0.51939,0.34908,0.18123,-0.076187,0.61831,-0.084268
"tap",7466,16.59111111,0.262332147,86.40601831,8.918114659,14.39544803,24.75689424,45.06218447,86.04727549,170.8120366,349.6522549,733.1927853,1566.873999,3399.341114,7465,"t/&/p","_/_/t/@/p/_/_/","_/_/t/a/p/_/_/_/",1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0.26796,-0.06055,0.22094,-0.11115,-0.46576,-0.20855,-0.36782,0.37708,0.51797,1.0114,0.26829,0.60102,0.60142,0.83447,-0.47229,0.18502,0.60487,0.17259,0.29029,-0.8742,0.74821,0.0097953,0.095533,0.16726,0.33201,-0.87608,0.11075,0.099238,0.026609,-0.62442,2.3017,0.78659,0.057144,0.57497,-0.37598,0.23156,-0.8503,0.46213,0.61311,-0.25582,0.48251,0.39873,0.019225,0.10177,0.10757,-0.271,0.3534,-0.21395,-0.043347,-0.23035
"tape",22274,49.49777778,0.358809511,149.2447654,10.01117536,17.21321304,32.02794819,63.84329616,134.6068947,296.4895308,675.2382659,1577.493555,3758.410116,9093.327261,22273,"t/eI/p","_/_/t/e/p/_/_/","_/_/t/a/p/e/_/_/",0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,-0.33284,-0.22137,0.82239,0.30063,0.070406,0.052158,-0.013688,0.023452,0.46576,0.60154,-0.15851,-0.091659,-0.53561,1.0042,0.38673,0.17098,-1.2531,-0.20803,0.46111,-0.64649,0.89117,0.54765,1.1516,-0.29606,-0.22042,-1.2323,-0.63912,1.072,0.66226,-1.1584,2.1797,-0.92445,-0.073782,-0.49983,0.04881,0.87196,0.98942,-0.050357,-0.392,-0.22458,0.72578,0.32829,-0.83855,0.16788,-0.052659,-0.59922,0.48855,0.17759,-0.61742,-0.29703
"taps",1932,4.293333333,0.152460027,43.95452195,7.566311015,11.31084705,17.70761011,28.92789373,49.06355569,85.9090439,154.4513491,283.7434706,530.510055,1006.20064,1931,"t/&/ps","_/_/t/@/p/s/_/","_/_/t/a/p/s/_/_/",0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,-0.20886,-0.084857,0.31961,0.25001,-0.42528,-0.0041955,0.17781,0.74862,0.055083,0.16035,-0.29963,0.49637,0.54376,1.0979,-0.20877,0.089107,-0.67715,0.49846,0.32401,-0.45215,0.70148,0.12624,0.30504,-0.099983,0.38117,-0.94947,0.27711,0.76244,0.19594,-0.41432,0.74262,0.39362,0.3131,0.33964,-0.6001,0.59622,-0.28742,-0.14006,0.1991,-0.17746,0.49159,0.58783,-0.55776,0.17454,0.13183,0.30051,0.076931,0.34318,-0.6385,-0.29074
"tar",2372,5.271111111,0.167967737,48.70318265,7.77148876,11.75261476,18.65881244,30.97606884,53.4739406,95.4063653,174.9035949,327.7884181,625.3664052,1210.492912,2371,"t/A/r","_/_/t/a/r/_/_/","_/_/t/a/r/_/_/_/",0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,-1.2553,0.085749,0.13283,-0.19343,-1.4924,-0.31426,-0.36279,-0.047549,0.80269,0.99172,0.048536,-0.079863,-0.20994,-0.21033,-0.5818,0.33172,0.55429,-0.16509,0.075562,-0.12013,-1.2456,-0.50514,1.8899,-0.3272,-1.1573,-0.89951,-0.67859,1.4968,0.40267,-0.81761,0.77072,-0.36611,-0.23362,0.8811,0.99122,0.15688,-0.29948,0.92712,1.3085,0.15438,-0.044019,0.15839,0.10845,0.1744,0.55609,0.024757,-0.061361,0.0012269,0.32878,-0.77881
"tarn",86,0.191111111,0.05,9.273618495,4.454347296,5.611687346,7.18623909,9.349850307,12.35044232,16.54723699,22.46280542,30.86015206,42.85712739,60.09659401,85,"t/A/rn","_/_/t/a/r/n/_/","_/_/t/a/r/n/_/_/",1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0.30855,0.61615,0.15719,-1.1846,-0.76977,-0.90931,0.41621,-0.19135,1.2465,-0.49788,0.0010651,-0.20326,0.58496,-0.22563,-1.0707,0.69109,0.85624,-0.58823,0.50278,1.3062,-0.1865,-1.4207,0.80516,0.7779,-0.4023,-0.55851,-0.88748,1.6129,-1.0896,-0.51674,-1.0099,-0.14721,0.86197,0.84169,-0.04936,-0.23908,-0.3315,0.46006,1.2543,0.40152,0.73977,0.99043,-0.014689,-1.1342,0.59954,-0.43596,1.0896,0.34365,0.35743,-0.30117
"tarp",1202,2.671111111,0.118979642,34.66987165,7.091742115,10.32312305,15.65146653,24.64681971,40.148307,67.33974329,115.766678,203.1381983,362.525618,656.0494798,1201,"t/A/rp","_/_/t/a/r/p/_/","_/_/t/a/r/p/_/_/",1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0.77726,-0.48315,0.17891,-0.92954,-0.38535,-0.30633,-0.0036316,-0.53242,0.11852,-0.29371,-0.47463,1.0893,0.69165,0.48172,-0.090392,-0.037292,0.18307,0.28561,0.79986,-0.14564,0.05015,-0.39548,-0.059657,-1.7802,-1.192,-0.0020256,0.42978,1.228,-0.59126,-1.1619,1.2749,0.2742,0.11137,0.77033,-0.62009,1.2993,0.2641,-0.45149,1.0206,-1.6987,-0.54119,-0.21106,0.2893,0.25646,-0.9157,-1.2004,-0.052368,0.1802,-0.17043,-0.23398
"tart",2256,5.013333333,0.16412759,47.49736835,7.721348613,11.6438198,18.42274678,30.46384738,52.36250669,92.9947367,169.6707469,316.4339519,600.728928,1157.033195,2255,"t/A/rt","_/_/t/a/r/t/_/","_/_/t/a/r/t/_/_/",1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0.23588,0.13201,-0.64327,0.42311,0.58244,0.97438,0.21747,0.37123,-1.0838,0.72225,-0.94173,-0.37529,1.3275,0.83094,-0.64879,-0.24029,-0.068813,0.20744,0.51219,-1.2339,0.23079,0.046348,1.7008,0.1873,0.2828,0.68776,-0.66293,1.5893,0.43853,-0.43647,1.0634,-0.97255,-0.57598,1.337,0.28711,-0.39957,-1.1692,0.78289,0.969,-1.3337,0.83207,0.097091,-0.873,-0.70407,0.36822,0.41423,0.87628,0.47517,0.12358,0.19087
"task",33299,73.99777778,0.394995686,182.4801359,10.41328265,18.3297746,35.12880644,72.45600276,158.5321106,362.9602718,859.9368532,2090.774301,5185.018131,13058.96064,33298,"t/&/sk","_/_/t/@/s/k/_/","_/_/t/a/s/k/_/_/",1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1.2648,-0.68445,-0.28431,-0.137,0.88534,-0.071544,0.36548,0.099512,0.72311,-1.106,-0.58181,0.081016,-0.69699,0.62716,-0.36225,-0.93592,0.38299,0.34248,0.24096,-0.40549,0.10122,0.024702,-0.31251,-0.5353,0.15834,-1.238,-0.11212,-0.47199,0.05053,0.22682,2.596,0.22382,-0.88328,-1.1294,0.16232,0.64844,-0.23611,0.49874,-0.31303,-0.30974,-0.89483,-0.4016,0.41746,-0.28058,-0.2183,0.24573,0.213,0.46457,0.28442,0.79068
"taste",25782,57.29333333,0.371943384,160.5677427,10.15743185,17.61414878,33.12706064,66.85642167,142.8672753,319.1354854,737.3235894,1747.707447,4225.078946,10372.79789,25781,"t/eI/st","_/_/t/e/s/t/_/","_/_/t/a/s/t/e/_/",0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,-0.25826,0.20755,-1.8089,-0.0045707,1.002,0.30873,0.23493,0.13954,-0.16455,1.1608,0.12976,0.39695,0.9664,-0.22466,0.20641,0.22372,-0.043133,0.26844,-0.090198,-1.213,-0.20942,0.19578,1.1608,0.41065,-0.088691,-0.77222,-1.1368,0.98575,1.5428,-0.05683,2.2402,0.63528,-0.072622,-0.23851,0.29049,0.12906,-1.1139,0.89749,0.55485,-0.77596,0.71329,0.062237,-0.13661,0.19611,0.58233,1.5621,0.2034,0.23999,-0.032633,0.28185
"taught",27730,61.62222222,0.378496896,166.5232716,10.23027014,17.81601981,33.6865479,68.40705218,147.1648989,331.0465433,770.3357705,1839.203007,4478.66639,11075.63938,27729,"t/O/t","_/_/t/a/t/_/_/","_/_/t/a/u/g/h/t/",0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,-0.97641,0.4683,-1.23,-1.5857,0.24876,-0.1714,-0.60369,-0.46886,-1.0116,0.18672,0.43058,0.43262,0.1075,-0.42519,0.016355,-0.25927,-0.10312,0.90788,0.027491,0.53701,0.33473,1.173,0.3101,0.28497,1.034,-1.3323,-0.55747,-1.1692,-0.60705,-0.78802,2.0913,-0.31197,-0.62111,-1.1934,0.32751,0.15227,-0.068152,1.0659,0.64218,1.0116,-0.22449,-0.37536,0.15438,0.56322,0.18865,-0.068003,0.77373,-0.47232,-0.91701,0.39199
"taunt",440,0.977777778,0.062392433,20.97617696,6.086774727,8.379989868,11.89120138,17.36400735,26.0312684,39.95235393,62.59032001,99.80366549,161.5566553,264.8786377,439,"t/O/nt","_/_/t/a/n/t/_/","_/_/t/a/u/n/t/_/",0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,-0.14281,-0.46779,0.21046,-0.54183,-0.06943,-0.19471,0.43079,0.61481,-0.93665,0.53787,-0.57032,0.37625,0.078976,-0.08122,-0.14693,0.1121,0.13716,-0.044535,0.0017893,-0.52846,-0.43548,0.25495,0.20274,0.64634,0.50947,-0.6437,0.31563,-0.048174,0.54263,-0.90563,-0.48011,0.64741,-0.14702,-0.54923,-0.24285,0.53274,-0.042929,-0.67747,-0.91107,-0.26304,0.44659,0.26326,-0.41456,0.54801,1.3667,-0.12228,0.35996,-0.2588,-0.15169,-0.064584
"taut",1663,3.695555556,0.14149686,40.77989701,7.416378479,10.99371151,17.03679615,27.50894272,46.06203844,79.55979402,141.0202322,255.3309363,470.4043154,879.0466337,1662,"t/O/t","_/_/t/a/t/_/_/","_/_/t/a/u/t/_/_/",1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0.38931,-0.82105,-0.70574,-0.21389,-0.21885,0.83757,1.3608,-0.10311,-0.21,0.41645,-0.255,-0.20766,-1.3011,1.1626,-0.15889,-0.66369,-0.12087,0.11156,0.025595,-0.87281,-0.31872,0.46754,-0.34733,-0.051014,0.068074,0.0033421,-0.18033,1.3707,0.50745,-0.18128,0.65725,0.0050311,0.86127,0.084762,-0.73874,0.72773,-0.36038,0.80198,-0.26112,-0.68236,0.47981,0.44203,0.16078,-0.029227,-0.38735,0.13014,1.2447,-0.50177,-0.62264,0.070994
"tax",67190,149.3111111,0.45860261,259.2103393,11.11527971,20.38998349,41.17755482,90.2223419,210.7366569,516.4206786,1311.232989,3418.485615,9092.72437,24564.73164,67189,"t/&/ks","_/_/t/@/k/s/_/","_/_/t/a/x/_/_/_/",1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,-0.12886,-0.10336,0.58645,-0.93075,-0.29533,0.97968,-0.17801,-0.98527,0.021705,0.14929,-1.1995,0.28068,0.43931,-0.45638,0.90094,-0.35724,0.40699,-0.40758,0.94133,-0.73028,1.2678,-1.5098,-0.59678,-0.45457,-0.94654,-1.916,-0.079224,-0.26048,0.44263,0.51655,2.9902,0.46911,-0.55086,0.31869,-0.058059,-0.53891,-0.25384,0.12419,0.50693,-0.7111,-0.70366,0.40543,0.68372,0.7662,-1.29,-0.71928,-0.80929,0.85277,1.0189,0.57826
"tea",20742,46.09333333,0.352423842,144.0208318,9.939915909,17.01998247,31.50397265,62.42244674,130.7540019,286.0416637,646.9067253,1500.66643,3550.075804,8528.378754,20741,"t/i/","_/_/t/i/_/_/_/","_/_/t/e/a/_/_/_/",0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,-0.44905,-0.0024527,-1.0444,0.42638,0.52453,-0.29592,-0.58751,-0.55973,0.5258,0.51151,-0.75296,-0.070205,1.108,-0.61597,-0.10542,-0.081827,-0.098814,0.4772,-0.05607,-1.2916,0.87419,0.16908,1.1681,0.045039,0.16472,-0.45808,0.092399,0.34212,-0.026885,0.52544,2.081,0.17965,-0.36365,1.2776,0.46112,-0.040696,-0.73721,0.96682,0.23409,-0.15367,0.22027,0.29598,-0.68767,0.25587,1.2896,1.2949,-1.0256,-0.86289,0.88089,-0.90278
"teach",26179,58.17555556,0.373317608,161.7992583,10.17271284,17.65637819,33.24376272,67.178931,143.7585387,321.5985167,744.1302465,1766.517841,4277.062027,10516.4547,26178,"t/i/tS/","_/_/t/i/C/_/_/","_/_/t/e/a/c/h/_/",0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,-0.61605,0.0374,-0.62538,-1.5481,0.39912,-0.49331,-0.24475,-0.44788,-0.48679,0.36008,0.20303,0.67439,0.48325,-0.36704,-0.0088558,-0.081693,0.2483,0.85124,0.47735,0.065308,0.28654,0.89706,-0.0095873,0.74189,1.1208,-1.3498,-0.42859,-1.8199,0.019896,-1.2051,2.2452,0.86223,-1.2847,-0.8728,0.22553,0.43352,-0.18957,0.30527,0.34543,0.41903,-0.068728,-0.64676,0.42084,0.73324,0.62016,0.11056,1.0058,0.047103,-0.54727,0.64106
"teak",644,1.431111111,0.081273228,25.37715508,6.467698726,9.093633705,13.2283424,19.86968619,30.72724667,48.75431016,79.0903506,130.7381349,219.5599843,373.6502186,643,"t/i/k","_/_/t/i/k/_/_/","_/_/t/e/a/k/_/_/",0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,-0.75943,-0.28679,-0.11737,0.24719,-0.063029,-0.8415,-0.10479,-1.3458,0.58395,-0.46953,-0.47202,0.86847,0.70143,-0.06659,-0.01531,-0.0029561,0.4593,0.86062,1.1712,-1.2044,-0.2933,-0.34882,-0.29466,-1.0303,0.56316,1.0689,0.69135,0.67314,-0.17344,0.55165,0.64678,-1.3079,0.52136,1.319,0.68879,1.2472,-0.18228,0.2253,-0.46926,-0.40991,-0.65434,-0.4306,0.59673,0.30997,0.027128,0.27148,-0.16543,-1.0292,0.0023515,-1.7261
"team",121702,270.4488889,0.512678122,348.8581374,11.70933071,22.2500039,47.00313759,108.473426,267.9326319,695.7162747,1873.446049,5181.919347,14625.51168,41928.94411,121701,"t/i/m","_/_/t/i/m/_/_/","_/_/t/e/a/m/_/_/",0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,-0.62801,0.12254,-0.3914,0.87937,0.28572,-0.41953,-1.4265,0.80463,-0.27045,-0.82499,1.0277,0.18546,-1.7605,0.18552,0.56819,-0.38555,0.61609,0.51209,-1.5153,-0.45689,-1.1929,0.33886,0.18038,0.10788,-0.35567,-1.5701,-0.02989,-0.38742,-0.60838,-0.59189,2.9911,1.2022,-0.52598,-0.76941,0.63006,0.63828,0.30773,1.0123,0.0050781,-1.0326,-0.29736,-0.77504,-0.27015,-0.18161,0.04211,0.32169,0.018298,0.85202,0.038442,-0.050767
"tear",7734,17.18666667,0.26537824,87.94316346,8.953381472,14.48163489,24.96752235,45.57692938,87.30523957,173.8863269,357.1654032,751.553919,1611.746211,3509.003051,7733,"t/@/r","_/_/t/E/r/_/_/","_/_/t/e/a/r/_/_/",1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0.024247,-0.86231,0.49588,-0.68219,-0.57935,0.57969,0.61225,0.81385,-0.91869,0.40049,0.24432,-1.2688,-0.30459,0.17576,-0.057724,0.53403,-0.15648,0.15922,-0.72972,-0.87257,-0.071341,0.6667,0.063612,-0.95169,-0.51401,-0.94866,0.56028,1.2422,0.99633,-1.2285,2.2198,0.41954,-0.54426,-0.11373,-1.1732,1.5549,1.0545,-0.85099,1.2731,0.55559,0.28764,0.22902,-0.35888,0.077837,1.438,-0.2189,0.15186,0.01052,-0.52106,-1.1939
"tease",1851,4.113333333,0.149294848,43.02324953,7.523481313,11.21976851,17.51392879,28.51602382,48.18769895,84.04649906,150.490566,275.3206789,512.598565,968.1108978,1850,"t/i/z","_/_/t/i/z/_/_/","_/_/t/e/a/s/e/_/",1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0.2166,-0.029426,-0.062135,-0.49956,0.17139,0.44613,0.14511,0.5139,-0.67355,0.59869,-0.60379,0.17199,-0.018996,0.38708,0.38139,0.31981,0.58026,0.010717,0.2859,-0.296,-0.1018,0.69298,0.50658,0.83183,0.72914,-0.29313,-0.71826,0.01794,0.90366,-1.3357,0.22944,0.7033,-0.22302,0.047988,-0.21079,0.69244,-0.31044,-0.19876,-0.16451,-0.29413,0.27146,0.052082,-0.48696,0.56381,0.83997,-0.54741,0.94257,0.050835,-0.48122,0.34301
"teat",91,0.202222222,0.05,9.539392014,4.510859507,5.700162202,7.324754659,9.566709816,12.68995774,17.07878403,23.29500032,32.16304748,44.89696323,63.29020514,90,"t/i/t","_/_/t/i/t/_/_/","_/_/t/e/a/t/_/_/",1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0.18909,-0.18068,-0.31161,-0.60898,-0.24072,0.87197,0.36754,0.037577,0.57862,0.11824,-0.21661,0.353,0.53734,0.25577,-0.55927,0.301,-0.0026101,0.046114,0.19307,-0.51821,0.18544,-0.19069,-0.73192,-0.10837,0.37635,0.57248,0.21565,0.69355,0.16759,0.0086432,-1.2728,-0.17403,-0.43956,0.51823,-0.55156,0.085254,0.65465,-0.23571,0.482,-0.46641,0.55181,-0.57397,-0.69354,0.41255,0.15377,0.51011,-0.082838,-0.41621,0.71634,-0.45601
"tech",13689,30.42,0.31539985,117,9.52434787,15.92012982,28.59265649,54.71506782,110.346657,232,503.7758648,1121.525946,2545.623601,5866.915055,13688,"t/E/k","_/_/t/E/k/_/_/","_/_/t/e/c/h/_/_/",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,-1.4284,-0.24064,1.0716,0.95506,-0.4638,-0.9633,-1.1968,-0.97731,-0.019882,0.33765,-0.49465,-0.40795,-0.37416,0.029819,-0.6259,0.075298,-0.62002,0.45036,-0.59718,0.029111,0.24891,-0.14459,-0.71886,-0.57624,-0.20726,-1.3759,-0.32223,-0.80346,0.41116,-0.80033,2.263,0.41214,0.3832,-0.63751,0.55706,0.33757,-0.7698,0.36486,0.47082,-0.61175,-0.56498,-0.10927,0.24216,0.54632,1.1373,0.66224,0.76762,0.34601,0.10207,0.46033
"tee",3519,7.82,0.199171399,59.3211598,8.165932137,12.62777891,20.60081892,35.28597802,63.04019292,116.6423196,222.0510148,432.47722,857.8533776,1726.853448,3518,"t/i/","_/_/t/i/_/_/_/","_/_/t/e/e/_/_/_/",0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,-0.4149,-0.113,0.54716,0.073152,-0.60389,-1.5984,-0.56405,0.51671,-0.22741,-0.38358,-0.94886,-0.2018,-0.9493,0.94192,-0.74261,0.64119,0.215,-1.1956,-0.24574,-0.078777,-1.189,0.13647,0.95364,-0.18484,0.45034,-0.95389,-1.1205,0.67222,-0.42582,-0.67693,1.3468,0.24273,-0.24515,2.3622,1.9522,0.078073,0.88881,1.6602,0.33417,0.52435,-0.42994,1.0456,-0.46821,0.79618,0.20618,-0.41893,1.1721,-0.96935,1.0416,-0.031582
